candidate_id,corpus,split,source_file,sent_id,head_id,head_form,head_lemma,upos,xpos,head_deprel,feats,has_voice_pass,has_nsubj_pass,has_obl_agent,aux_pass_lemmas,aux_lemmas,cop_lemmas,participle_like,parent_id,parent_form,parent_deprel,head_children,provisional_streams,sentence,sentence_marked,sampling_stream,sample_set,sample_rank
ewt|train|newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0131|18,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0131,18,named,name,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,6,members,nmod,15:obj:that;16:nsubj:Bush;17:aux:has;21:obl:positions,foil_participial_modifier;foil_perfect,10 - Number of fellow members from the Yale secret society Skull and Bones that Bush has named to important positions (including the Associate Attorney General Robert McCallum Jr. and SEC chief Bill Donaldson).,10 - Number of fellow members from the Yale secret society Skull and Bones that Bush has [[named]] to important positions ( including the Associate Attorney General Robert McCallum Jr. and SEC chief Bill Donaldson ) .,foil_participial_modifier,analytic_foil_candidate,4
gum|test|GUM_academic_discrimination-39|15,gum,test,en_gum-ud-test.conllu,GUM_academic_discrimination-39,15,coded,code,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,4:obl:study;7:nsubj:pass:respondents;14:aux:pass:were;19:obl:race;21:punct:.,core_be;passive_ledger,"In the current study, those respondents who indicated more than one race were coded as “mixed race”.","In the current study , those respondents who indicated more than one race were [[coded]] as “ mixed race ” .",core_be,analytic_core_candidate,60
ewt|train|weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0086|28,ewt,train,en_ewt-ud-train.conllu,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0086,28,pulled,pull,VERB,VBN,advcl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,get,_,_,1,25,whenever,advmod,"26:nsubj:pass:he;27:aux:pass:got;29:advmod:over;32:obl:driving;33:punct:,",passive_ledger;peripheral_get,"GOODWYN: According to Archibald, Mr. Bush would also sometimes tell stories about his days at Yale in New Haven, and how whenever he got pulled over for erratic driving, he was let go after the officers discovered he was the grandson of a Connecticut US senator.","GOODWYN : According to Archibald , Mr. Bush would also sometimes tell stories about his days at Yale in New Haven , and how whenever he got [[pulled]] over for erratic driving , he was let go after the officers discovered he was the grandson of a Connecticut US senator .",peripheral_get,analytic_peripheral_candidate,27
gum|train|GUM_fiction_time-11|14,gum,train,en_gum-ud-train.conllu,GUM_fiction_time-11,14,broken,break,VERB,VBN,acl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,12,twilight,parataxis,13:advmod:only;15:advmod:now;21:advcl:glared,passive_ledger;peripheral_reduced_embedded,"At last a steady twilight brooded over the earth, a twilight only broken now and then when a comet glared across the darkling sky.","At last a steady twilight brooded over the earth , a twilight only [[broken]] now and then when a comet glared across the darkling sky .",peripheral_reduced_embedded,heldout,31
ewt|train|reviews-260640-0007|37,ewt,train,en_ewt-ud-train.conllu,reviews-260640-0007,37,PAID,pay,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,32,RAPED,xcomp,33:mark:BECAUSE;34:nsubj:pass:I;35:aux:pass:WAS;36:advmod:N'T,core_be;passive_ledger,"Whether they pay me or not, if their parents get into an accident, stuck in traffic, etc. THE LAST THING I WOULD DO IS LET A CHILD GET RAPED BECAUSE I WASN'T PAID.","Whether they pay me or not , if their parents get into an accident , stuck in traffic , etc. THE LAST THING I WOULD DO IS LET A CHILD GET RAPED BECAUSE I WAS N'T [[PAID]] .",core_be,analytic_core_candidate,30
gum|dev|GUM_interview_gaming-34|33,gum,dev,en_gum-ud-dev.conllu,GUM_interview_gaming-34,33,done,do,VERB,VBN,xcomp,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,31,get,xcomp,_,passive_ledger;peripheral_manual_probe,"I was a writer, and she always liked my writings, so I was like, let's just get both of our things together, and let's get this done.","I was a writer , and she always liked my writings , so I was like , let 's just get both of our things together , and let 's get this [[done]] .",peripheral_manual_probe,analytic_peripheral_candidate,38
gum|train|GUM_academic_salinity-14|10,gum,train,en_gum-ud-train.conllu,GUM_academic_salinity-14,10,based,base,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,9,developed,root,16:obl:methods,passive_ledger;peripheral_manual_probe,Many rough surface emission models have also been developed based on the theoretical and empirical methods.,Many rough surface emission models have also been developed [[based]] on the theoretical and empirical methods .,peripheral_manual_probe,analytic_peripheral_candidate,30
ewt|train|weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0237|28,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0237,28,designed,design,VERB,VBN,acl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,27,current,nmod,30:advcl:have,passive_ledger;peripheral_reduced_embedded,"He blended belief systems such as Shamanism, Christianity, Buddhism, Paganism, Hermeticism and Gnosticism and imbued Coil's vast output with a magickal current designed to have a functionally transcendent effect on listeners.","He blended belief systems such as Shamanism , Christianity , Buddhism , Paganism , Hermeticism and Gnosticism and imbued Coil 's vast output with a magickal current [[designed]] to have a functionally transcendent effect on listeners .",peripheral_reduced_embedded,analytic_peripheral_candidate,29
ewt|train|weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0009|16,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0009,16,entered,enter,VERB,VBN,acl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,13,knowledge,obj,14:nsubj:he;15:aux:had;18:obj:country,foil_participial_modifier;foil_perfect,As recently as last week the official line stated they had no knowledge he had entered the country.,As recently as last week the official line stated they had no knowledge he had [[entered]] the country .,foil_participial_modifier,analytic_foil_candidate,43
ewt|train|answers-20111108104015AAGxHNm_ans-0006|11,ewt,train,en_ewt-ud-train.conllu,answers-20111108104015AAGxHNm_ans-0006,11,supposed,suppose,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,4,be,root,7:mark:since;9:nsubj:pass:broadband;10:aux:pass:is;14:xcomp:digital,core_be;passive_ledger,There won't be a difference since mobile broadband is supposed to be digital.,There wo n't be a difference since mobile broadband is [[supposed]] to be digital .,core_be,analytic_core_candidate,43
gum|train|GUM_textbook_history-43|9,gum,train,en_gum-ud-train.conllu,GUM_textbook_history-43,9,crossed,cross,VERB,VBN,amod,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,10,eyes,conj,8:advmod:slightly,passive_ledger;peripheral_reduced_embedded,"All these figures have flat noses, slightly crossed eyes, and large lips.","All these figures have flat noses , slightly [[crossed]] eyes , and large lips .",peripheral_reduced_embedded,heldout,40
ewt|train|answers-20111108082831AAco5PI_ans-0019|4,ewt,train,en_ewt-ud-train.conllu,answers-20111108082831AAco5PI_ans-0019,4,read,read,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,1,What,nsubj,2:nsubj:you;3:aux:have;7:obl:internet,foil_participial_modifier;foil_perfect,What you have read in the internet is fairly accurate but of course it does not fit all scenarios.,What you have [[read]] in the internet is fairly accurate but of course it does not fit all scenarios .,foil_participial_modifier,analytic_foil_candidate,55
gum|train|GUM_interview_chomsky-28|13,gum,train,en_gum-ud-train.conllu,GUM_interview_chomsky-28,13,predicted,predict,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,15,induced,root,"12:mark:as;14:punct:,",passive_ledger;peripheral_manual_probe,"With Bush, the aggressive militarism of the Bush administration, as predicted, induced Russia to extend further its offensive military capacity; it’s still going on right now.","With Bush , the aggressive militarism of the Bush administration , as [[predicted]] , induced Russia to extend further its offensive military capacity ; it ’s still going on right now .",peripheral_manual_probe,analytic_peripheral_candidate,25
gum|test|GUM_textbook_chemistry-26|7,gum,test,en_gum-ud-test.conllu,GUM_textbook_chemistry-26,7,destroyed,destroy,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,5,created,root,6:cc:nor,passive_ledger;peripheral_manual_probe,"5. Atoms are neither created nor destroyed during a chemical change, but are instead rearranged to yield substances that are different from those present before the change (Figure 2.4).","5. Atoms are neither created nor [[destroyed]] during a chemical change , but are instead rearranged to yield substances that are different from those present before the change ( Figure 2.4 ) .",peripheral_manual_probe,analytic_peripheral_candidate,13
ewt|test|email-enronsent29_02-0040|6,ewt,test,en_ewt-ud-test.conllu,email-enronsent29_02-0040,6,taken,take,VERB,VBN,xcomp,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,be,_,_,1,3,seem,root,4:mark:to;5:aux:pass:be;7:compound:prt:up;10:obl:matters,passive_ledger;peripheral_manual_probe,"My weekends seem to be taken up with condo matters, house hunting.","My weekends seem to be [[taken]] up with condo matters , house hunting .",peripheral_manual_probe,heldout,6
ewt|train|weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0062|16,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0062,16,become,become,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,2:nsubj:number;9:obl:cover;15:aux:have;17:xcomp:active,foil_perfect,"A number of extremist groups, under the cover of the Islamist movement, have become active in drug trafficking, gun running and anti-Indian activities.","A number of extremist groups , under the cover of the Islamist movement , have [[become]] active in drug trafficking , gun running and anti-Indian activities .",foil_perfect,heldout,13
ewt|train|answers-20111108105749AABv7vx_ans-0019|4,ewt,train,en_ewt-ud-train.conllu,answers-20111108105749AABv7vx_ans-0019,4,freaked,freak,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,will,_,1,_,_,_,1:nsubj:pass:he;2:aux:will;3:aux:pass:be;5:compound:prt:out;14:parataxis:make;18:punct:.,core_be;passive_ledger,"he will be freaked out, so going back to his territory will make him much happier.","he will be [[freaked]] out , so going back to his territory will make him much happier .",core_be,heldout,3
ewt|train|newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0009|9,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0009,9,positioned,position,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,be,_,_,1,5,company,root,6:cc:and;7:aux:pass:is;8:advmod:uniquely;14:xcomp:giant,passive_ledger;peripheral_manual_probe,Agel is a new company and is uniquely positioned to be the next giant in the network marketing industry.,Agel is a new company and is uniquely [[positioned]] to be the next giant in the network marketing industry .,peripheral_manual_probe,analytic_peripheral_candidate,33
ewt|train|reviews-003418-0012|6,ewt,train,en_ewt-ud-train.conllu,reviews-003418-0012,6,bilked,bilk,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,be,_,1,_,_,_,1:advmod:Not;2:advmod:only;3:aux:am;4:nsubj:pass:I;5:aux:pass:being;8:obl:money;18:parataxis:rude;21:punct:.,core_be;passive_ledger,"Not only am I being bilked for money I do not owe, the office staff is rude to boot.","Not only am I being [[bilked]] for money I do not owe , the office staff is rude to boot .",core_be,analytic_core_candidate,28
gum|dev|GUM_news_iodine-27|23,gum,dev,en_gum-ud-dev.conllu,GUM_news_iodine-27,23,fixed,fix,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,9,live,root,"16:punct:,;17:cc:and;18:advmod:yet;20:nsubj:pass:problem;21:aux:pass:is;22:advmod:easily",core_be;passive_ledger,"More than two billion people around the world live in areas prone to iodine deficiency, and yet the problem is easily fixed.","More than two billion people around the world live in areas prone to iodine deficiency , and yet the problem is easily [[fixed]] .",core_be,heldout,17
gum|train|GUM_textbook_anthropology-41|12,gum,train,en_gum-ud-train.conllu,GUM_textbook_anthropology-41,12,conveyed,convey,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,24,acquired,root,"1:mark:While;4:nsubj:pass:deal;10:aux:pass:is;11:advmod:deliberately;16:obl:contexts;17:punct:,",core_be;passive_ledger,"While a great deal of very important cultural content is deliberately conveyed in these systematic contexts, the greater part of culture is acquired unconsciously by happenstance—that is, nobody planned to teach it, and no one made an effort to consciously try to learn it.","While a great deal of very important cultural content is deliberately [[conveyed]] in these systematic contexts , the greater part of culture is acquired unconsciously by happenstance — that is , nobody planned to teach it , and no one made an effort to consciously try to learn it .",core_be,analytic_core_candidate,39
ewt|dev|newsgroup-groups.google.com_JyotishRemedies_7596b7f4aa16afa6_ENG_20050713_030900-0003|14,ewt,dev,en_ewt-ud-dev.conllu,newsgroup-groups.google.com_JyotishRemedies_7596b7f4aa16afa6_ENG_20050713_030900-0003,14,aspected,aspect,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,be,_,1,7,conjunct,root,8:cc:and;10:nsubj:pass:conjunction;11:aux:is;12:aux:pass:being;13:advmod:closely;16:obl:agent:Rahu,core_be;passive_ledger,"Currently, Mercury and Venus is conjunct and the conjunction is being closely aspected by Rahu.","Currently , Mercury and Venus is conjunct and the conjunction is being closely [[aspected]] by Rahu .",core_be,heldout,10
ewt|train|email-enronsent27_01-0017|9,ewt,train,en_ewt-ud-train.conllu,email-enronsent27_01-0017,9,done,do,VERB,VBN,ccomp,Tense=Past|VerbForm=Part,0,0,0,_,have;may,_,1,3,realize,root,4:mark:that;5:nsubj:some;6:aux:may;7:advmod:not;8:aux:have;11:obj:works;18:conj:expensive,foil_perfect,I also realize that some may not have done any works on paper or they are outrageously expensive.,I also realize that some may not have [[done]] any works on paper or they are outrageously expensive .,foil_perfect,analytic_foil_candidate,13
gum|test|GUM_letter_mandela-21|7,gum,test,en_gum-ud-test.conllu,GUM_letter_mandela-21,7,come,come,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:Support;6:aux:has;8:advmod:also;11:obl:bulk;28:punct:.,foil_perfect,"Support for a National Convention has come also from the bulk of the English language press, from several national church organisations, and from many others.","Support for a National Convention has [[come]] also from the bulk of the English language press , from several national church organisations , and from many others .",foil_perfect,analytic_foil_candidate,13
gum|test|GUM_academic_eegimaa-25|6,gum,test,en_gum-ud-test.conllu,GUM_academic_eegimaa-25,6,provided,provide,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,4:nsubj:pass:codes;5:aux:pass:are;9:obl:varieties;13:punct:.,core_be;passive_ledger,The Ethnologue language codes are provided for language varieties that have them.,The Ethnologue language codes are [[provided]] for language varieties that have them .,core_be,analytic_core_candidate,26
gum|train|GUM_interview_herrick-45|10,gum,train,en_gum-ud-train.conllu,GUM_interview_herrick-45,10,produced,produce,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,3:advcl:ran;7:nsubj:pass:content;8:aux:pass:was;9:advmod:professionally;12:conj:edited;13:punct:.,core_be;passive_ledger,"When I ran eHow, the content was professionally produced and edited.","When I ran eHow , the content was professionally [[produced]] and edited .",core_be,analytic_core_candidate,40
gum|train|GUM_speech_maiden-34|62,gum,train,en_gum-ud-train.conllu,GUM_speech_maiden-34,62,elected,elect,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,58,Senator,conj,59:nsubj:Georgia;60:aux:has;61:advmod:ever,foil_participial_modifier;foil_perfect,"I mention the historic nature of Vice President HARRIS’ ascendance, but let’s not forget that her successor, ALEX PADILLA, is the first Latino Senator to represent California; that RAFAEL WARNOCK, born while Georgia was represented in this Chamber by two staunch segregationists, is now the first African-American Senator Georgia has ever elected; and that JOHN OSSOFF is the first Jewish Senator from his State, sworn in today on a book of Hebrew Scripture once owned by the rabbi, who, decades ago, formed a bond between the Jewish and African-American communities of Georgia.","I mention the historic nature of Vice President HARRIS ’ ascendance , but let ’s not forget that her successor , ALEX PADILLA , is the first Latino Senator to represent California ; that RAFAEL WARNOCK , born while Georgia was represented in this Chamber by two staunch segregationists , is now the first African - American Senator Georgia has ever [[elected]] ; and that JOHN OSSOFF is the first Jewish Senator from his State , sworn in today on a book of Hebrew Scripture once owned by the rabbi , who , decades ago , formed a bond between the Jewish and African - American communities of Georgia .",foil_participial_modifier,analytic_foil_candidate,54
ewt|train|reviews-374604-0002|5,ewt,train,en_ewt-ud-train.conllu,reviews-374604-0002,5,treated,treat,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,16,leaves,root,1:mark:If;3:nsubj:pass:animals;4:aux:pass:are;9:obl:way,core_be;passive_ledger,If the animals are treated in the same way the customers are treated then this leaves a lot to be desired!,If the animals are [[treated]] in the same way the customers are treated then this leaves a lot to be desired !,core_be,analytic_core_candidate,50
gum|train|GUM_voyage_isfahan-45|1,gum,train,en_gum-ud-train.conllu,GUM_voyage_isfahan-45,1,Built,build,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,0,1,_,_,_,1,_,_,_,3:obl:1602;6:obl:agent:Abbas;9:conj:designed;17:punct:.,passive_ledger;peripheral_manual_probe,"Built in 1602 by Shah Abbas I.= and designed by his chief architect, Sheikh Bahai.","[[Built]] in 1602 by Shah Abbas I.= and designed by his chief architect , Sheikh Bahai .",peripheral_manual_probe,analytic_peripheral_candidate,26
gum|train|GUM_interview_mcguire-14|20,gum,train,en_gum-ud-train.conllu,GUM_interview_mcguire-14,20,involved,involve,VERB,VBN,acl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,19,effort,conj,_,passive_ledger;peripheral_reduced_embedded,"Is there a particular LibriVox book which you think stands out because of the quality, the overall effort involved, its popularity, or for some other reason?","Is there a particular LibriVox book which you think stands out because of the quality , the overall effort [[involved]] , its popularity , or for some other reason ?",peripheral_reduced_embedded,heldout,3
gum|train|GUM_conversation_blacksmithing-75|9,gum,train,en_gum-ud-train.conllu,GUM_conversation_blacksmithing-75,9,made,make,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,5,shoes,obj,6:nsubj:pass:that;7:aux:pass:were;8:advmod:already,core_be;passive_ledger,"We just put the shoes that were already made, on a horse.","We just put the shoes that were already [[made]] , on a horse .",core_be,analytic_core_candidate,16
ewt|dev|reviews-001961-0002|6,ewt,dev,en_ewt-ud-dev.conllu,reviews-001961-0002,6,sold,sell,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,_,_,_,1,_,_,_,5:nsubj:pass:cars;7:advmod:here;8:punct:!,passive_ledger;peripheral_manual_probe,Rusted out and unsafe cars sold here!,Rusted out and unsafe cars [[sold]] here !,peripheral_manual_probe,analytic_peripheral_candidate,35
ewt|train|answers-20111108110329AAxl1pb_ans-0029|15,ewt,train,en_ewt-ud-train.conllu,answers-20111108110329AAxl1pb_ans-0029,15,reminded,remind,VERB,VBN,xcomp,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,be,_,_,1,12,needs,conj,13:mark:to;14:aux:pass:be;19:ccomp:love,passive_ledger;peripheral_manual_probe,"you have brought someone else into his territory, and he needs to be reminded that you still love him, and support his claim to his space.","you have brought someone else into his territory , and he needs to be [[reminded]] that you still love him , and support his claim to his space .",peripheral_manual_probe,analytic_peripheral_candidate,1
gum|train|GUM_bio_theodorus-30|13,gum,train,en_gum-ud-train.conllu,GUM_bio_theodorus-30,13,ruled,rule,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:cc:Yet;3:obl:spite;11:nsubj:pass:Koinonia;12:aux:pass:was;14:advmod:peacefully;18:obl:decades;29:punct:.,core_be;passive_ledger,"Yet in spite of this somewhat unstable shifting, the Koinonia was ruled peacefully for nearly two decades, at which point Theodorus predicted he would soon die.","Yet in spite of this somewhat unstable shifting , the Koinonia was [[ruled]] peacefully for nearly two decades , at which point Theodorus predicted he would soon die .",core_be,analytic_core_candidate,29
gum|train|GUM_bio_higuchi-20|33,gum,train,en_gum-ud-train.conllu,GUM_bio_higuchi-20,33,abandoned,abandon,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,30,man,conj,31:nsubj:who;32:aux:has;34:obj:her;37:conj:remains,foil_participial_modifier;foil_perfect,"Several of her trademark themes appear; for example, the triangular relationship among a lonely, beautiful, young woman who has lost her parents, a handsome man who has abandoned her (and remains in the background), and a lonely and desperate ragamuffin who falls in love with her.","Several of her trademark themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has lost her parents , a handsome man who has [[abandoned]] her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her .",foil_participial_modifier,analytic_foil_candidate,46
gum|train|GUM_news_defector-19|19,gum,train,en_gum-ud-train.conllu,GUM_news_defector-19,19,put,put,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,2:advcl:calling;16:nsubj:pass:Montalvo;17:aux:pass:was;18:advmod:instead;20:compound:prt:through;24:obl:attorney;28:punct:.,core_be;passive_ledger,"After calling the Scientology organization by phone to attempt to speak with his mother, Montalvo was instead put through to a Scientology attorney, Kendrick Moxon.","After calling the Scientology organization by phone to attempt to speak with his mother , Montalvo was instead [[put]] through to a Scientology attorney , Kendrick Moxon .",core_be,heldout,1
ewt|train|answers-20111108065616AAKtL2c_ans-0065|28,ewt,train,en_ewt-ud-train.conllu,answers-20111108065616AAKtL2c_ans-0065,28,trained,train,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,24,those,nmod,25:nsubj:pass:who;26:aux:pass:are;27:compound:potty,core_be;passive_ledger,There is a splash fountain (no standing water) for little ones still in diapers; Next is a wading pool for those who are potty trained; Then a family pool; Finally there is a pool for adults only with kids not allowed.,There is a splash fountain ( no standing water ) for little ones still in diapers ; Next is a wading pool for those who are potty [[trained]] ; Then a family pool ; Finally there is a pool for adults only with kids not allowed .,core_be,analytic_core_candidate,53
gum|train|GUM_academic_lighting-21|32,gum,train,en_gum-ud-train.conllu,GUM_academic_lighting-21,32,shown,show,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,15,consumes,parataxis,31:mark:as;34:obl:figure,passive_ledger;peripheral_manual_probe,Lighting plays a large part on the consumption of household electrical energy; it consumes about 18% of the total generated electricity of total energy consumption in residential sectors as shown in figure 2 [2].,Lighting plays a large part on the consumption of household electrical energy ; it consumes about 18 % of the total generated electricity of total energy consumption in residential sectors as [[shown]] in figure 2 [ 2 ] .,peripheral_manual_probe,analytic_peripheral_candidate,40
ewt|train|weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0031|6,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0031,6,talked,talk,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,2:obl:then;4:nsubj:India;5:aux:has;7:obj:peace;10:advcl:signaling;25:parataxis:line,foil_perfect,"Since then, India has talked peace while always signaling that only the status quo would be acceptable as a final settlement: a line of action that is followed in the case of disputes with China as well.","Since then , India has [[talked]] peace while always signaling that only the status quo would be acceptable as a final settlement : a line of action that is followed in the case of disputes with China as well .",foil_perfect,analytic_foil_candidate,7
gum|train|GUM_bio_higuchi-15|5,gum,train,en_gum-ud-train.conllu,GUM_bio_higuchi-15,5,published,publish,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,3:nsubj:pass:stories;4:aux:pass:were;9:obl:newspaper;13:obl:name;17:punct:.,core_be;passive_ledger,"her first stories were published in a minor newspaper under her pen name, Ichiyo Higuchi.","her first stories were [[published]] in a minor newspaper under her pen name , Ichiyo Higuchi .",core_be,analytic_core_candidate,1
ewt|train|newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0101|14,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0101,14,attended,attend,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,6,services,nmod,11:obj:that;12:nsubj:Bush;13:aux:has;17:obl:beginning,foil_participial_modifier;foil_perfect,0 - Number of memorial services for the returned dead that Bush has attended since the beginning of the war.,0 - Number of memorial services for the returned dead that Bush has [[attended]] since the beginning of the war .,foil_participial_modifier,analytic_foil_candidate,50
ewt|train|answers-20111108105629AAiZUDY_ans-0021|11,ewt,train,en_ewt-ud-train.conllu,answers-20111108105629AAiZUDY_ans-0021,11,tried,try,VERB,VBN,conj,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,3,bought,root,9:cc:and;10:aux:have;12:xcomp:holding,foil_perfect,i have bought some long reptile feeding tweezers and have tried holding the pinky in front of the snake's face.,i have bought some long reptile feeding tweezers and have [[tried]] holding the pinky in front of the snake 's face .,foil_perfect,heldout,8
gum|train|GUM_conversation_blacksmithing-94|23,gum,train,en_gum-ud-train.conllu,GUM_conversation_blacksmithing-94,23,made,make,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:discourse:Well;4:discourse:um;8:advcl:put;16:dislocated:all;20:nsubj:pass:they;21:aux:pass:'re;22:advmod:already;24:punct:.,core_be;passive_ledger,"Well, w- um, when we put em on a horse's hoof, all we do, they're already made.","Well , w- um , when we put em on a horse 's hoof , all we do , they 're already [[made]] .",core_be,heldout,13
ewt|test|weblog-blogspot.com_floppingaces_20041126180010_ENG_20041126_180010-0002|6,ewt,test,en_ewt-ud-test.conllu,weblog-blogspot.com_floppingaces_20041126180010_ENG_20041126_180010-0002,6,put,put,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:John;5:aux:has;7:compound:prt:out;11:obj:show;22:punct:.,foil_perfect,John Donovan from Argghhh! has put out a excellent slide show on what was actually found and fought for in Fallujah.,John Donovan from Argghhh! has [[put]] out a excellent slide show on what was actually found and fought for in Fallujah .,foil_perfect,analytic_foil_candidate,24
gum|dev|GUM_essay_evolved-7|34,gum,dev,en_gum-ud-dev.conllu,GUM_essay_evolved-7,34,meant,mean,VERB,VBN,parataxis,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,15,feel,root,29:punct::;31:nsubj:pass:system;32:aux:pass:is;33:advmod:not;36:xcomp:function,core_be;passive_ledger,"When we have to give a talk to a group of people, we feel anxious and experience the bodily fear responses that do not make sense now: The system is not meant to function in this safe context.","When we have to give a talk to a group of people , we feel anxious and experience the bodily fear responses that do not make sense now : The system is not [[meant]] to function in this safe context .",core_be,analytic_core_candidate,58
ewt|train|answers-20111108105749AABv7vx_ans-0016|10,ewt,train,en_ewt-ud-train.conllu,answers-20111108105749AABv7vx_ans-0016,10,made,make,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have;will,_,1,_,_,_,5:obl:time;7:nsubj:he;8:aux:will;9:aux:have;11:obj:it;12:xcomp:his;17:conj:getting;22:punct:.,foil_perfect,"in a week's time, he will have made it his, and will be getting more bored than afraid.","in a week 's time , he will have [[made]] it his , and will be getting more bored than afraid .",foil_perfect,analytic_foil_candidate,42
